Year,Region,Product_Category,Actual_Units_Sold (2015-2024),Forecast_Units_Sold (2025-2035),ASP (Avg_Selling_Price)
2026,India,Clothes dryer – Condenser,,2.072,537.45
2027,India,Clothes dryer – Condenser,,2.143,548.2
2028,India,Clothes dryer – Condenser,,2.216,559.16
2029,India,Clothes dryer – Condenser,,2.291,570.34
2030,India,Clothes dryer – Condenser,,2.369,581.75
2031,India,Clothes dryer – Condenser,,2.449,593.39
2032,India,Clothes dryer – Condenser,,2.533,605.25
2033,India,Clothes dryer – Condenser,,2.619,617.36
2034,India,Clothes dryer – Condenser,,2.708,629.71
2035,India,Clothes dryer – Condenser,,2.8,642.3
2015,India,Clothes dryer – Heat pump,0.9,,682.5
2016,India,Clothes dryer – Heat pump,0.941,,696.15
2017,India,Clothes dryer – Heat pump,0.983,,710.07
2018,India,Clothes dryer – Heat pump,1.027,,724.27
2019,India,Clothes dryer – Heat pump,1.073,,738.76
2020,India,Clothes dryer – Heat pump,1.122,,753.54
2021,India,Clothes dryer – Heat pump,1.172,,768.61
2022,India,Clothes dryer – Heat pump,1.225,,783.98
2023,India,Clothes dryer – Heat pump,1.28,,799.66
2024,India,Clothes dryer – Heat pump,1.337,,815.65
2025,India,Clothes dryer – Heat pump,,1.388,831.96
2026,India,Clothes dryer – Heat pump,,1.441,848.6
2027,India,Clothes dryer – Heat pump,,1.496,865.58
2028,India,Clothes dryer – Heat pump,,1.553,882.89
2029,India,Clothes dryer – Heat pump,,1.612,900.54
2030,India,Clothes dryer – Heat pump,,1.673,918.56
2031,India,Clothes dryer – Heat pump,,1.736,936.93
2032,India,Clothes dryer – Heat pump,,1.802,955.66
2033,India,Clothes dryer – Heat pump,,1.871,974.78
2034,India,Clothes dryer – Heat pump,,1.942,994.27
2035,India,Clothes dryer – Heat pump,,2.016,1014.16
2015,India,Air conditioner – Window,5.4,,224.0
2016,India,Air conditioner – Window,5.632,,228.48
2017,India,Air conditioner – Window,5.874,,233.05
2018,India,Air conditioner – Window,6.127,,237.71
2019,India,Air conditioner – Window,6.39,,242.46
2020,India,Air conditioner – Window,6.665,,247.31
2021,India,Air conditioner – Window,6.952,,252.26
2022,India,Air conditioner – Window,7.251,,257.31
2023,India,Air conditioner – Window,7.563,,262.45
2024,India,Air conditioner – Window,7.888,,267.7
2025,India,Air conditioner – Window,,8.187,273.05
2026,India,Air conditioner – Window,,8.499,278.52
2027,India,Air conditioner – Window,,8.822,284.09
2028,India,Air conditioner – Window,,9.157,289.77
2029,India,Air conditioner – Window,,9.505,295.56
2030,India,Air conditioner – Window,,9.866,301.47
2031,India,Air conditioner – Window,,10.241,307.5
2032,India,Air conditioner – Window,,10.63,313.65
2033,India,Air conditioner – Window,,11.034,319.93
2034,India,Air conditioner – Window,,11.453,326.33
2035,India,Air conditioner – Window,,11.888,332.85
2015,India,Air conditioner – Split-system (ductless),11.7,,308.0
2016,India,Air conditioner – Split-system (ductless),12.25,,314.16
2017,India,Air conditioner – Split-system (ductless),12.826,,320.44
2018,India,Air conditioner – Split-system (ductless),13.428,,326.85
2019,India,Air conditioner – Split-system (ductless),14.06,,333.39
2020,India,Air conditioner – Split-system (ductless),14.72,,340.06
2021,India,Air conditioner – Split-system (ductless),15.412,,346.86
2022,India,Air conditioner – Split-system (ductless),16.137,,353.8
2023,India,Air conditioner – Split-system (ductless),16.895,,360.87
2024,India,Air conditioner – Split-system (ductless),17.689,,368.09
2025,India,Air conditioner – Split-system (ductless),,18.432,375.45
2026,India,Air conditioner – Split-system (ductless),,19.206,382.96
2027,India,Air conditioner – Split-system (ductless),,20.013,390.62
2028,India,Air conditioner – Split-system (ductless),,20.853,398.43
2029,India,Air conditioner – Split-system (ductless),,21.729,406.4
2030,India,Air conditioner – Split-system (ductless),,22.642,414.53
2031,India,Air conditioner – Split-system (ductless),,23.593,422.82
2032,India,Air conditioner – Split-system (ductless),,24.584,431.27
2033,India,Air conditioner – Split-system (ductless),,25.616,439.9
2034,India,Air conditioner – Split-system (ductless),,26.692,448.7
2035,India,Air conditioner – Split-system (ductless),,27.813,457.67
2015,India,Air conditioner – Portable,0.9,,196.0
2016,India,Air conditioner – Portable,0.938,,199.92
2017,India,Air conditioner – Portable,0.977,,203.92
2018,India,Air conditioner – Portable,1.018,,208.0
2019,India,Air conditioner – Portable,1.061,,212.16
2020,India,Air conditioner – Portable,1.106,,216.4
2021,India,Air conditioner – Portable,1.152,,220.73
2022,India,Air conditioner – Portable,1.2,,225.14
2023,India,Air conditioner – Portable,1.251,,229.65
2024,India,Air conditioner – Portable,1.303,,234.24
2025,India,Air conditioner – Portable,,1.352,238.92
2026,India,Air conditioner – Portable,,1.402,243.7
2027,India,Air conditioner – Portable,,1.453,248.58
2028,India,Air conditioner – Portable,,1.507,253.55
2029,India,Air conditioner – Portable,,1.563,258.62
2030,India,Air conditioner – Portable,,1.621,263.79
2031,India,Air conditioner – Portable,,1.681,269.07
2032,India,Air conditioner – Portable,,1.743,274.45
2033,India,Air conditioner – Portable,,1.807,279.94
2034,India,Air conditioner – Portable,,1.874,285.53
2035,India,Air conditioner – Portable,,1.944,291.25
2015,India,Ceiling fan – Standard,11.55,,42.0
2016,India,Ceiling fan – Standard,11.931,,42.84
2017,India,Ceiling fan – Standard,12.325,,43.7
2018,India,Ceiling fan – Standard,12.732,,44.57
2019,India,Ceiling fan – Standard,13.152,,45.46
2020,India,Ceiling fan – Standard,13.586,,46.37
2021,India,Ceiling fan – Standard,14.034,,47.3
2022,India,Ceiling fan – Standard,14.497,,48.24
2023,India,Ceiling fan – Standard,14.976,,49.21
2024,India,Ceiling fan – Standard,15.47,,50.19
2025,India,Ceiling fan – Standard,,15.872,51.2
2026,India,Ceiling fan – Standard,,16.285,52.22
2027,India,Ceiling fan – Standard,,16.708,53.27
2028,India,Ceiling fan – Standard,,17.143,54.33
2029,India,Ceiling fan – Standard,,17.588,55.42
2030,India,Ceiling fan – Standard,,18.046,56.53
2031,India,Ceiling fan – Standard,,18.515,57.66
2032,India,Ceiling fan – Standard,,18.996,58.81
2033,India,Ceiling fan – Standard,,19.49,59.99
2034,India,Ceiling fan – Standard,,19.997,61.19
2035,India,Ceiling fan – Standard,,20.517,62.41
2015,India,Ceiling fan – Low-profile (hugger),3.3,,47.25
2016,India,Ceiling fan – Low-profile (hugger),3.412,,48.2
2017,India,Ceiling fan – Low-profile (hugger),3.528,,49.16
2018,India,Ceiling fan – Low-profile (hugger),3.648,,50.14
2019,India,Ceiling fan – Low-profile (hugger),3.772,,51.14
2020,India,Ceiling fan – Low-profile (hugger),3.9,,52.17
2021,India,Ceiling fan – Low-profile (hugger),4.033,,53.21
2022,India,Ceiling fan – Low-profile (hugger),4.17,,54.28
2023,India,Ceiling fan – Low-profile (hugger),4.312,,55.36
2024,India,Ceiling fan – Low-profile (hugger),4.459,,56.47
2025,India,Ceiling fan – Low-profile (hugger),,4.579,57.6
2026,India,Ceiling fan – Low-profile (hugger),,4.703,58.75
2027,India,Ceiling fan – Low-profile (hugger),,4.83,59.92
2028,India,Ceiling fan – Low-profile (hugger),,4.96,61.12
2029,India,Ceiling fan – Low-profile (hugger),,5.094,62.35
2030,India,Ceiling fan – Low-profile (hugger),,5.231,63.59
2031,India,Ceiling fan – Low-profile (hugger),,5.373,64.86
2032,India,Ceiling fan – Low-profile (hugger),,5.518,66.16
2033,India,Ceiling fan – Low-profile (hugger),,5.667,67.48
2034,India,Ceiling fan – Low-profile (hugger),,5.82,68.83
2035,India,Ceiling fan – Low-profile (hugger),,5.977,70.21
2015,India,Ceiling fan – Smart/remote-controlled,1.65,,73.5
2016,India,Ceiling fan – Smart/remote-controlled,1.711,,74.97
2017,India,Ceiling fan – Smart/remote-controlled,1.774,,76.47
2018,India,Ceiling fan – Smart/remote-controlled,1.84,,78.0
2019,India,Ceiling fan – Smart/remote-controlled,1.908,,79.56
2020,India,Ceiling fan – Smart/remote-controlled,1.979,,81.15
2021,India,Ceiling fan – Smart/remote-controlled,2.052,,82.77
2022,India,Ceiling fan – Smart/remote-controlled,2.128,,84.43
2023,India,Ceiling fan – Smart/remote-controlled,2.207,,86.12
2024,India,Ceiling fan – Smart/remote-controlled,2.288,,87.84
2025,India,Ceiling fan – Smart/remote-controlled,,2.357,89.6
2026,India,Ceiling fan – Smart/remote-controlled,,2.428,91.39
2027,India,Ceiling fan – Smart/remote-controlled,,2.5,93.22
2028,India,Ceiling fan – Smart/remote-controlled,,2.575,95.08
2029,India,Ceiling fan – Smart/remote-controlled,,2.653,96.98
2030,India,Ceiling fan – Smart/remote-controlled,,2.732,98.92
2031,India,Ceiling fan – Smart/remote-controlled,,2.814,100.9
2032,India,Ceiling fan – Smart/remote-controlled,,2.899,102.92
2033,India,Ceiling fan – Smart/remote-controlled,,2.986,104.98
2034,India,Ceiling fan – Smart/remote-controlled,,3.075,107.08
2035,India,Ceiling fan – Smart/remote-controlled,,3.167,109.22
2015,India,Space heater (electric room heater) – Fan-forced ceramic,5.25,,30.8
2016,India,Space heater (electric room heater) – Fan-forced ceramic,5.407,,31.42
2017,India,Space heater (electric room heater) – Fan-forced ceramic,5.57,,32.04
2018,India,Space heater (electric room heater) – Fan-forced ceramic,5.737,,32.69
2019,India,Space heater (electric room heater) – Fan-forced ceramic,5.909,,33.34
2020,India,Space heater (electric room heater) – Fan-forced ceramic,6.086,,34.01
2021,India,Space heater (electric room heater) – Fan-forced ceramic,6.269,,34.69
2022,India,Space heater (electric room heater) – Fan-forced ceramic,6.457,,35.38
2023,India,Space heater (electric room heater) – Fan-forced ceramic,6.651,,36.09
2024,India,Space heater (electric room heater) – Fan-forced ceramic,6.85,,36.81
2025,India,Space heater (electric room heater) – Fan-forced ceramic,,7.014,37.55
2026,India,Space heater (electric room heater) – Fan-forced ceramic,,7.183,38.3
2027,India,Space heater (electric room heater) – Fan-forced ceramic,,7.355,39.06
2028,India,Space heater (electric room heater) – Fan-forced ceramic,,7.532,39.84
2029,India,Space heater (electric room heater) – Fan-forced ceramic,,7.712,40.64
2030,India,Space heater (electric room heater) – Fan-forced ceramic,,7.898,41.45
2031,India,Space heater (electric room heater) – Fan-forced ceramic,,8.087,42.28
2032,India,Space heater (electric room heater) – Fan-forced ceramic,,8.281,43.13
2033,India,Space heater (electric room heater) – Fan-forced ceramic,,8.48,43.99
2034,India,Space heater (electric room heater) – Fan-forced ceramic,,8.683,44.87
2035,India,Space heater (electric room heater) – Fan-forced ceramic,,8.892,45.77
2015,India,Space heater (electric room heater) – Oil-filled radiator,3.15,,38.5
2016,India,Space heater (electric room heater) – Oil-filled radiator,3.248,,39.27
2017,India,Space heater (electric room heater) – Oil-filled radiator,3.348,,40.06
2018,India,Space heater (electric room heater) – Oil-filled radiator,3.452,,40.86
2019,India,Space heater (electric room heater) – Oil-filled radiator,3.559,,41.67
2020,India,Space heater (electric room heater) – Oil-filled radiator,3.669,,42.51
2021,India,Space heater (electric room heater) – Oil-filled radiator,3.783,,43.36
2022,India,Space heater (electric room heater) – Oil-filled radiator,3.901,,44.22
2023,India,Space heater (electric room heater) – Oil-filled radiator,4.021,,45.11
2024,India,Space heater (electric room heater) – Oil-filled radiator,4.146,,46.01
2025,India,Space heater (electric room heater) – Oil-filled radiator,,4.25,46.93
2026,India,Space heater (electric room heater) – Oil-filled radiator,,4.356,47.87
2027,India,Space heater (electric room heater) – Oil-filled radiator,,4.465,48.83
2028,India,Space heater (electric room heater) – Oil-filled radiator,,4.577,49.8
2029,India,Space heater (electric room heater) – Oil-filled radiator,,4.691,50.8
2030,India,Space heater (electric room heater) – Oil-filled radiator,,4.808,51.82
2031,India,Space heater (electric room heater) – Oil-filled radiator,,4.928,52.85
2032,India,Space heater (electric room heater) – Oil-filled radiator,,5.052,53.91
2033,India,Space heater (electric room heater) – Oil-filled radiator,,5.178,54.99
2034,India,Space heater (electric room heater) – Oil-filled radiator,,5.307,56.09
2035,India,Space heater (electric room heater) – Oil-filled radiator,,5.44,57.21
2015,India,Space heater (electric room heater) – Infrared/quartz,2.1,,46.2
2016,India,Space heater (electric room heater) – Infrared/quartz,2.167,,47.12
2017,India,Space heater (electric room heater) – Infrared/quartz,2.237,,48.07
2018,India,Space heater (electric room heater) – Infrared/quartz,2.308,,49.03
2019,India,Space heater (electric room heater) – Infrared/quartz,2.382,,50.01
2020,India,Space heater (electric room heater) – Infrared/quartz,2.458,,51.01
2021,India,Space heater (electric room heater) – Infrared/quartz,2.537,,52.03
2022,India,Space heater (electric room heater) – Infrared/quartz,2.618,,53.07
2023,India,Space heater (electric room heater) – Infrared/quartz,2.702,,54.13
2024,India,Space heater (electric room heater) – Infrared/quartz,2.788,,55.21
2025,India,Space heater (electric room heater) – Infrared/quartz,,2.861,56.32
2026,India,Space heater (electric room heater) – Infrared/quartz,,2.935,57.44
2027,India,Space heater (electric room heater) – Infrared/quartz,,3.011,58.59
2028,India,Space heater (electric room heater) – Infrared/quartz,,3.09,59.76
2029,India,Space heater (electric room heater) – Infrared/quartz,,3.17,60.96
2030,India,Space heater (electric room heater) – Infrared/quartz,,3.253,62.18
2031,India,Space heater (electric room heater) – Infrared/quartz,,3.337,63.42
2032,India,Space heater (electric room heater) – Infrared/quartz,,3.424,64.69
2033,India,Space heater (electric room heater) – Infrared/quartz,,3.513,65.98
2034,India,Space heater (electric room heater) – Infrared/quartz,,3.604,67.3
2035,India,Space heater (electric room heater) – Infrared/quartz,,3.698,68.65
2015,India,Water heater / electric geyser – Storage tank,4.5,,567.0
2016,India,Water heater / electric geyser – Storage tank,4.657,,578.34
2017,India,Water heater / electric geyser – Storage tank,4.821,,589.91
2018,India,Water heater / electric geyser – Storage tank,4.989,,601.7
2019,India,Water heater / electric geyser – Storage tank,5.164,,613.74
2020,India,Water heater / electric geyser – Storage tank,5.345,,626.01
2021,India,Water heater / electric geyser – Storage tank,5.532,,638.53
2022,India,Water heater / electric geyser – Storage tank,5.725,,651.3
2023,India,Water heater / electric geyser – Storage tank,5.926,,664.33
2024,India,Water heater / electric geyser – Storage tank,6.133,,677.62
2025,India,Water heater / electric geyser – Storage tank,,6.311,691.17
2026,India,Water heater / electric geyser – Storage tank,,6.494,704.99
2027,India,Water heater / electric geyser – Storage tank,,6.682,719.09
2028,India,Water heater / electric geyser – Storage tank,,6.876,733.47
2029,India,Water heater / electric geyser – Storage tank,,7.075,748.14
2030,India,Water heater / electric geyser – Storage tank,,7.281,763.11
2031,India,Water heater / electric geyser – Storage tank,,7.492,778.37
2032,India,Water heater / electric geyser – Storage tank,,7.709,793.94
2033,India,Water heater / electric geyser – Storage tank,,7.933,809.82
2034,India,Water heater / electric geyser – Storage tank,,8.163,826.01
2035,India,Water heater / electric geyser – Storage tank,,8.399,842.53
2015,India,Water heater / electric geyser – Tankless (instant),2.25,,756.0
2016,India,Water heater / electric geyser – Tankless (instant),2.333,,771.12
2017,India,Water heater / electric geyser – Tankless (instant),2.42,,786.54
2018,India,Water heater / electric geyser – Tankless (instant),2.509,,802.27
2019,India,Water heater / electric geyser – Tankless (instant),2.602,,818.32
2020,India,Water heater / electric geyser – Tankless (instant),2.698,,834.69
2021,India,Water heater / electric geyser – Tankless (instant),2.798,,851.38
2022,India,Water heater / electric geyser – Tankless (instant),2.902,,868.41
2023,India,Water heater / electric geyser – Tankless (instant),3.009,,885.77
2024,India,Water heater / electric geyser – Tankless (instant),3.12,,903.49
2025,India,Water heater / electric geyser – Tankless (instant),,3.217,921.56
2026,India,Water heater / electric geyser – Tankless (instant),,3.317,939.99
2027,India,Water heater / electric geyser – Tankless (instant),,3.42,958.79
2028,India,Water heater / electric geyser – Tankless (instant),,3.526,977.97
2029,India,Water heater / electric geyser – Tankless (instant),,3.635,997.53
2030,India,Water heater / electric geyser – Tankless (instant),,3.748,1017.48
2031,India,Water heater / electric geyser – Tankless (instant),,3.864,1037.83
2032,India,Water heater / electric geyser – Tankless (instant),,3.983,1058.58
2033,India,Water heater / electric geyser – Tankless (instant),,4.107,1079.75
2034,India,Water heater / electric geyser – Tankless (instant),,4.234,1101.35
2035,India,Water heater / electric geyser – Tankless (instant),,4.366,1123.38
2015,India,Water heater / electric geyser – Heat pump,0.75,,1008.0
2016,India,Water heater / electric geyser – Heat pump,0.781,,1028.16
2017,India,Water heater / electric geyser – Heat pump,0.813,,1048.72
2018,India,Water heater / electric geyser – Heat pump,0.846,,1069.7
2019,India,Water heater / electric geyser – Heat pump,0.881,,1091.09
