Year,Region,Product_Category,Market_Size_Units (Millions),Market_Value (USD Billions),YoY_Growth_Rate (%),5_Year_CAGR_Forecast (%),Key_Driver
2020,Japan,Air purifier – HEPA + activated carbon,0.964,0.281,3.8,3.1,Air quality concern
2021,Japan,Air purifier – HEPA + activated carbon,1.001,0.297,3.8,3.1,Air quality concern
2022,Japan,Air purifier – HEPA + activated carbon,1.039,0.315,3.8,3.1,Air quality concern
2023,Japan,Air purifier – HEPA + activated carbon,1.078,0.333,3.8,3.1,Air quality concern
2024,Japan,Air purifier – HEPA + activated carbon,1.119,0.353,3.8,3.1,Air quality concern
2025,Japan,Air purifier – HEPA + activated carbon,1.157,0.372,3.4,3.1,Air quality concern
2026,Japan,Air purifier – HEPA + activated carbon,1.196,0.393,3.4,3.1,Air quality concern
2027,Japan,Air purifier – HEPA + activated carbon,1.237,0.414,3.4,3.1,Air quality concern
2028,Japan,Air purifier – HEPA + activated carbon,1.279,0.437,3.4,3.1,Air quality concern
2015,Japan,Air purifier – Electrostatic/ionizer,0.2,0.038,,3.1,Air quality concern
2016,Japan,Air purifier – Electrostatic/ionizer,0.207,0.04,3.3,3.1,Air quality concern
2017,Japan,Air purifier – Electrostatic/ionizer,0.213,0.043,3.3,3.1,Air quality concern
2018,Japan,Air purifier – Electrostatic/ionizer,0.22,0.045,3.3,3.1,Air quality concern
2019,Japan,Air purifier – Electrostatic/ionizer,0.228,0.047,3.3,3.1,Air quality concern
2020,Japan,Air purifier – Electrostatic/ionizer,0.235,0.05,3.3,3.1,Air quality concern
2021,Japan,Air purifier – Electrostatic/ionizer,0.243,0.053,3.3,3.1,Air quality concern
2022,Japan,Air purifier – Electrostatic/ionizer,0.251,0.055,3.3,3.1,Air quality concern
2023,Japan,Air purifier – Electrostatic/ionizer,0.259,0.058,3.3,3.1,Air quality concern
2024,Japan,Air purifier – Electrostatic/ionizer,0.268,0.061,3.3,3.1,Air quality concern
2025,Japan,Air purifier – Electrostatic/ionizer,0.276,0.065,2.9,3.1,Air quality concern
2026,Japan,Air purifier – Electrostatic/ionizer,0.284,0.068,2.9,3.1,Air quality concern
2027,Japan,Air purifier – Electrostatic/ionizer,0.292,0.071,2.9,3.1,Air quality concern
2028,Japan,Air purifier – Electrostatic/ionizer,0.3,0.075,2.9,3.1,Air quality concern
2015,Japan,Hair dryer – Travel/compact,0.675,0.034,,1.4,Beauty tech
2016,Japan,Hair dryer – Travel/compact,0.685,0.035,1.5,1.4,Beauty tech
2017,Japan,Hair dryer – Travel/compact,0.695,0.036,1.5,1.4,Beauty tech
2018,Japan,Hair dryer – Travel/compact,0.706,0.038,1.5,1.4,Beauty tech
2019,Japan,Hair dryer – Travel/compact,0.716,0.039,1.5,1.4,Beauty tech
2020,Japan,Hair dryer – Travel/compact,0.727,0.04,1.5,1.4,Beauty tech
2021,Japan,Hair dryer – Travel/compact,0.738,0.042,1.5,1.4,Beauty tech
2022,Japan,Hair dryer – Travel/compact,0.749,0.043,1.5,1.4,Beauty tech
2023,Japan,Hair dryer – Travel/compact,0.76,0.045,1.5,1.4,Beauty tech
2024,Japan,Hair dryer – Travel/compact,0.772,0.046,1.5,1.4,Beauty tech
2025,Japan,Hair dryer – Travel/compact,0.783,0.048,1.4,1.4,Beauty tech
2026,Japan,Hair dryer – Travel/compact,0.794,0.05,1.4,1.4,Beauty tech
2027,Japan,Hair dryer – Travel/compact,0.805,0.051,1.4,1.4,Beauty tech
2028,Japan,Hair dryer – Travel/compact,0.816,0.053,1.4,1.4,Beauty tech
2015,Japan,Hair dryer – Ionic/ceramic,1.125,0.089,,1.4,Beauty tech
2016,Japan,Hair dryer – Ionic/ceramic,1.144,0.092,1.7,1.4,Beauty tech
2017,Japan,Hair dryer – Ionic/ceramic,1.164,0.096,1.7,1.4,Beauty tech
2018,Japan,Hair dryer – Ionic/ceramic,1.183,0.099,1.7,1.4,Beauty tech
2019,Japan,Hair dryer – Ionic/ceramic,1.203,0.103,1.7,1.4,Beauty tech
2020,Japan,Hair dryer – Ionic/ceramic,1.224,0.107,1.7,1.4,Beauty tech
2021,Japan,Hair dryer – Ionic/ceramic,1.245,0.111,1.7,1.4,Beauty tech
2022,Japan,Hair dryer – Ionic/ceramic,1.266,0.115,1.7,1.4,Beauty tech
2023,Japan,Hair dryer – Ionic/ceramic,1.287,0.119,1.7,1.4,Beauty tech
2024,Japan,Hair dryer – Ionic/ceramic,1.309,0.124,1.7,1.4,Beauty tech
2025,Japan,Hair dryer – Ionic/ceramic,1.33,0.128,1.6,1.4,Beauty tech
2026,Japan,Hair dryer – Ionic/ceramic,1.352,0.133,1.6,1.4,Beauty tech
2027,Japan,Hair dryer – Ionic/ceramic,1.373,0.138,1.6,1.4,Beauty tech
2028,Japan,Hair dryer – Ionic/ceramic,1.395,0.143,1.6,1.4,Beauty tech
2015,Japan,Hair dryer – Professional salon (AC motor),0.45,0.052,,1.4,Beauty tech
2016,Japan,Hair dryer – Professional salon (AC motor),0.458,0.054,1.8,1.4,Beauty tech
2017,Japan,Hair dryer – Professional salon (AC motor),0.466,0.056,1.8,1.4,Beauty tech
2018,Japan,Hair dryer – Professional salon (AC motor),0.475,0.058,1.8,1.4,Beauty tech
2019,Japan,Hair dryer – Professional salon (AC motor),0.483,0.06,1.8,1.4,Beauty tech
2020,Japan,Hair dryer – Professional salon (AC motor),0.492,0.063,1.8,1.4,Beauty tech
2021,Japan,Hair dryer – Professional salon (AC motor),0.501,0.065,1.8,1.4,Beauty tech
2022,Japan,Hair dryer – Professional salon (AC motor),0.51,0.067,1.8,1.4,Beauty tech
2023,Japan,Hair dryer – Professional salon (AC motor),0.519,0.07,1.8,1.4,Beauty tech
2024,Japan,Hair dryer – Professional salon (AC motor),0.528,0.073,1.8,1.4,Beauty tech
2025,Japan,Hair dryer – Professional salon (AC motor),0.537,0.075,1.7,1.4,Beauty tech
2026,Japan,Hair dryer – Professional salon (AC motor),0.546,0.078,1.7,1.4,Beauty tech
2027,Japan,Hair dryer – Professional salon (AC motor),0.556,0.081,1.7,1.4,Beauty tech
2028,Japan,Hair dryer – Professional salon (AC motor),0.565,0.084,1.7,1.4,Beauty tech
2015,Japan,Steam iron – Conventional steam,1.65,0.158,,0.4,Wrinkle care
2016,Japan,Steam iron – Conventional steam,1.658,0.162,0.5,0.4,Wrinkle care
2017,Japan,Steam iron – Conventional steam,1.667,0.166,0.5,0.4,Wrinkle care
2018,Japan,Steam iron – Conventional steam,1.675,0.171,0.5,0.4,Wrinkle care
2019,Japan,Steam iron – Conventional steam,1.683,0.175,0.5,0.4,Wrinkle care
2020,Japan,Steam iron – Conventional steam,1.692,0.179,0.5,0.4,Wrinkle care
2021,Japan,Steam iron – Conventional steam,1.7,0.184,0.5,0.4,Wrinkle care
2022,Japan,Steam iron – Conventional steam,1.709,0.188,0.5,0.4,Wrinkle care
2023,Japan,Steam iron – Conventional steam,1.717,0.193,0.5,0.4,Wrinkle care
2024,Japan,Steam iron – Conventional steam,1.726,0.198,0.5,0.4,Wrinkle care
2025,Japan,Steam iron – Conventional steam,1.733,0.203,0.4,0.4,Wrinkle care
2026,Japan,Steam iron – Conventional steam,1.74,0.208,0.4,0.4,Wrinkle care
2027,Japan,Steam iron – Conventional steam,1.747,0.213,0.4,0.4,Wrinkle care
2028,Japan,Steam iron – Conventional steam,1.754,0.218,0.4,0.4,Wrinkle care
2015,Japan,Steam iron – Steam generator/boiler,0.688,0.116,,0.4,Wrinkle care
2016,Japan,Steam iron – Steam generator/boiler,0.692,0.119,0.6,0.4,Wrinkle care
2017,Japan,Steam iron – Steam generator/boiler,0.696,0.122,0.6,0.4,Wrinkle care
2018,Japan,Steam iron – Steam generator/boiler,0.7,0.125,0.6,0.4,Wrinkle care
2019,Japan,Steam iron – Steam generator/boiler,0.704,0.128,0.6,0.4,Wrinkle care
2020,Japan,Steam iron – Steam generator/boiler,0.708,0.131,0.6,0.4,Wrinkle care
2021,Japan,Steam iron – Steam generator/boiler,0.713,0.135,0.6,0.4,Wrinkle care
2022,Japan,Steam iron – Steam generator/boiler,0.717,0.138,0.6,0.4,Wrinkle care
2023,Japan,Steam iron – Steam generator/boiler,0.721,0.142,0.6,0.4,Wrinkle care
2024,Japan,Steam iron – Steam generator/boiler,0.726,0.146,0.6,0.4,Wrinkle care
2025,Japan,Steam iron – Steam generator/boiler,0.729,0.149,0.5,0.4,Wrinkle care
2026,Japan,Steam iron – Steam generator/boiler,0.733,0.153,0.5,0.4,Wrinkle care
2027,Japan,Steam iron – Steam generator/boiler,0.736,0.157,0.5,0.4,Wrinkle care
2028,Japan,Steam iron – Steam generator/boiler,0.74,0.161,0.5,0.4,Wrinkle care
2015,Japan,Steam iron – Cordless steam iron,0.412,0.074,,0.4,Wrinkle care
2016,Japan,Steam iron – Cordless steam iron,0.415,0.076,0.7,0.4,Wrinkle care
2017,Japan,Steam iron – Cordless steam iron,0.418,0.078,0.7,0.4,Wrinkle care
2018,Japan,Steam iron – Cordless steam iron,0.421,0.08,0.7,0.4,Wrinkle care
2019,Japan,Steam iron – Cordless steam iron,0.424,0.083,0.7,0.4,Wrinkle care
2020,Japan,Steam iron – Cordless steam iron,0.427,0.085,0.7,0.4,Wrinkle care
2021,Japan,Steam iron – Cordless steam iron,0.43,0.087,0.7,0.4,Wrinkle care
2022,Japan,Steam iron – Cordless steam iron,0.433,0.09,0.7,0.4,Wrinkle care
2023,Japan,Steam iron – Cordless steam iron,0.436,0.092,0.7,0.4,Wrinkle care
2024,Japan,Steam iron – Cordless steam iron,0.439,0.094,0.7,0.4,Wrinkle care
2025,Japan,Steam iron – Cordless steam iron,0.442,0.097,0.6,0.4,Wrinkle care
2026,Japan,Steam iron – Cordless steam iron,0.445,0.099,0.6,0.4,Wrinkle care
2027,Japan,Steam iron – Cordless steam iron,0.447,0.102,0.6,0.4,Wrinkle care
2028,Japan,Steam iron – Cordless steam iron,0.45,0.105,0.6,0.4,Wrinkle care
2015,India,Refrigerator – Top-freezer,9.375,4.462,,2.8,Urbanization
2016,India,Refrigerator – Top-freezer,9.703,4.711,3.5,2.8,Urbanization
2017,India,Refrigerator – Top-freezer,10.043,4.973,3.5,2.8,Urbanization
2018,India,Refrigerator – Top-freezer,10.394,5.25,3.5,2.8,Urbanization
2019,India,Refrigerator – Top-freezer,10.758,5.543,3.5,2.8,Urbanization
2020,India,Refrigerator – Top-freezer,11.135,5.852,3.5,2.8,Urbanization
2021,India,Refrigerator – Top-freezer,11.524,6.178,3.5,2.8,Urbanization
2022,India,Refrigerator – Top-freezer,11.928,6.522,3.5,2.8,Urbanization
2023,India,Refrigerator – Top-freezer,12.345,6.885,3.5,2.8,Urbanization
2024,India,Refrigerator – Top-freezer,12.777,7.268,3.5,2.8,Urbanization
2025,India,Refrigerator – Top-freezer,13.135,7.621,2.8,2.8,Urbanization
2026,India,Refrigerator – Top-freezer,13.503,7.992,2.8,2.8,Urbanization
2027,India,Refrigerator – Top-freezer,13.881,8.38,2.8,2.8,Urbanization
2028,India,Refrigerator – Top-freezer,14.269,8.787,2.8,2.8,Urbanization
2015,India,Refrigerator – Bottom-freezer,5.625,3.15,,2.8,Urbanization
2016,India,Refrigerator – Bottom-freezer,5.822,3.325,3.5,2.8,Urbanization
2017,India,Refrigerator – Bottom-freezer,6.026,3.511,3.5,2.8,Urbanization
2018,India,Refrigerator – Bottom-freezer,6.237,3.706,3.5,2.8,Urbanization
2019,India,Refrigerator – Bottom-freezer,6.455,3.913,3.5,2.8,Urbanization
2020,India,Refrigerator – Bottom-freezer,6.681,4.131,3.5,2.8,Urbanization
2021,India,Refrigerator – Bottom-freezer,6.915,4.361,3.5,2.8,Urbanization
2022,India,Refrigerator – Bottom-freezer,7.157,4.604,3.5,2.8,Urbanization
2023,India,Refrigerator – Bottom-freezer,7.407,4.86,3.5,2.8,Urbanization
2024,India,Refrigerator – Bottom-freezer,7.666,5.131,3.5,2.8,Urbanization
2025,India,Refrigerator – Bottom-freezer,7.881,5.38,2.8,2.8,Urbanization
2026,India,Refrigerator – Bottom-freezer,8.102,5.641,2.8,2.8,Urbanization
2027,India,Refrigerator – Bottom-freezer,8.328,5.915,2.8,2.8,Urbanization
2028,India,Refrigerator – Bottom-freezer,8.562,6.202,2.8,2.8,Urbanization
2015,India,Refrigerator – Side-by-side,3.75,2.625,,2.8,Urbanization
2016,India,Refrigerator – Side-by-side,3.889,2.777,3.7,2.8,Urbanization
2017,India,Refrigerator – Side-by-side,4.033,2.937,3.7,2.8,Urbanization
2018,India,Refrigerator – Side-by-side,4.182,3.106,3.7,2.8,Urbanization
2019,India,Refrigerator – Side-by-side,4.337,3.286,3.7,2.8,Urbanization
2020,India,Refrigerator – Side-by-side,4.497,3.476,3.7,2.8,Urbanization
2021,India,Refrigerator – Side-by-side,4.663,3.676,3.7,2.8,Urbanization
2022,India,Refrigerator – Side-by-side,4.836,3.888,3.7,2.8,Urbanization
2023,India,Refrigerator – Side-by-side,5.015,4.113,3.7,2.8,Urbanization
2024,India,Refrigerator – Side-by-side,5.2,4.351,3.7,2.8,Urbanization
2025,India,Refrigerator – Side-by-side,5.356,4.571,3.0,2.8,Urbanization
2026,India,Refrigerator – Side-by-side,5.517,4.802,3.0,2.8,Urbanization
2027,India,Refrigerator – Side-by-side,5.683,5.045,3.0,2.8,Urbanization
2028,India,Refrigerator – Side-by-side,5.853,5.3,3.0,2.8,Urbanization
2015,India,Washing machine – Top-load agitator,3.75,1.339,,3.2,Premiumization
2016,India,Washing machine – Top-load agitator,3.9,1.42,4.0,3.2,Premiumization
2017,India,Washing machine – Top-load agitator,4.056,1.506,4.0,3.2,Premiumization
2018,India,Washing machine – Top-load agitator,4.218,1.598,4.0,3.2,Premiumization
2019,India,Washing machine – Top-load agitator,4.387,1.695,4.0,3.2,Premiumization
2020,India,Washing machine – Top-load agitator,4.562,1.798,4.0,3.2,Premiumization
2021,India,Washing machine – Top-load agitator,4.745,1.908,4.0,3.2,Premiumization
2022,India,Washing machine – Top-load agitator,4.935,2.024,4.0,3.2,Premiumization
2023,India,Washing machine – Top-load agitator,5.132,2.147,4.0,3.2,Premiumization
2024,India,Washing machine – Top-load agitator,5.337,2.277,4.0,3.2,Premiumization
2025,India,Washing machine – Top-load agitator,5.508,2.397,3.2,3.2,Premiumization
2026,India,Washing machine – Top-load agitator,5.684,2.523,3.2,3.2,Premiumization
2027,India,Washing machine – Top-load agitator,5.866,2.656,3.2,3.2,Premiumization
2028,India,Washing machine – Top-load agitator,6.054,2.796,3.2,3.2,Premiumization
2015,India,Washing machine – Top-load impeller (HE),5.25,2.095,,3.2,Premiumization
2016,India,Washing machine – Top-load impeller (HE),5.465,2.224,4.1,3.2,Premiumization
2017,India,Washing machine – Top-load impeller (HE),5.689,2.362,4.1,3.2,Premiumization
2018,India,Washing machine – Top-load impeller (HE),5.923,2.508,4.1,3.2,Premiumization
2019,India,Washing machine – Top-load impeller (HE),6.165,2.663,4.1,3.2,Premiumization
2020,India,Washing machine – Top-load impeller (HE),6.418,2.827,4.1,3.2,Premiumization
2021,India,Washing machine – Top-load impeller (HE),6.681,3.002,4.1,3.2,Premiumization
2022,India,Washing machine – Top-load impeller (HE),6.955,3.188,4.1,3.2,Premiumization
2023,India,Washing machine – Top-load impeller (HE),7.24,3.385,4.1,3.2,Premiumization
2024,India,Washing machine – Top-load impeller (HE),7.537,3.594,4.1,3.2,Premiumization
2025,India,Washing machine – Top-load impeller (HE),7.786,3.787,3.3,3.2,Premiumization
2026,India,Washing machine – Top-load impeller (HE),8.043,3.99,3.3,3.2,Premiumization
2027,India,Washing machine – Top-load impeller (HE),8.308,4.204,3.3,3.2,Premiumization
2028,India,Washing machine – Top-load impeller (HE),8.583,4.43,3.3,3.2,Premiumization
2015,India,Washing machine – Front-load,6.0,2.898,,3.2,Premiumization
2016,India,Washing machine – Front-load,6.252,3.08,4.2,3.2,Premiumization
2017,India,Washing machine – Front-load,6.515,3.274,4.2,3.2,Premiumization
2018,India,Washing machine – Front-load,6.788,3.479,4.2,3.2,Premiumization
2019,India,Washing machine – Front-load,7.073,3.698,4.2,3.2,Premiumization
2020,India,Washing machine – Front-load,7.37,3.93,4.2,3.2,Premiumization
2021,India,Washing machine – Front-load,7.68,4.177,4.2,3.2,Premiumization
2022,India,Washing machine – Front-load,8.002,4.44,4.2,3.2,Premiumization
2023,India,Washing machine – Front-load,8.339,4.719,4.2,3.2,Premiumization
2024,India,Washing machine – Front-load,8.689,5.015,4.2,3.2,Premiumization
2025,India,Washing machine – Front-load,8.984,5.29,3.4,3.2,Premiumization
2026,India,Washing machine – Front-load,9.29,5.579,3.4,3.2,Premiumization
2027,India,Washing machine – Front-load,9.606,5.884,3.4,3.2,Premiumization
2028,India,Washing machine – Front-load,9.932,6.206,3.4,3.2,Premiumization
2015,India,Microwave oven – Countertop,7.35,0.468,,2.2,Convenience
2016,India,Microwave oven – Countertop,7.534,0.489,2.5,2.2,Convenience
2017,India,Microwave oven – Countertop,7.722,0.512,2.5,2.2,Convenience
2018,India,Microwave oven – Countertop,7.915,0.535,2.5,2.2,Convenience
2019,India,Microwave oven – Countertop,8.113,0.559,2.5,2.2,Convenience
2020,India,Microwave oven – Countertop,8.316,0.585,2.5,2.2,Convenience
2021,India,Microwave oven – Countertop,8.524,0.611,2.5,2.2,Convenience
2022,India,Microwave oven – Countertop,8.737,0.639,2.5,2.2,Convenience
2023,India,Microwave oven – Countertop,8.955,0.668,2.5,2.2,Convenience
2024,India,Microwave oven – Countertop,9.179,0.699,2.5,2.2,Convenience
2025,India,Microwave oven – Countertop,9.381,0.728,2.2,2.2,Convenience
2026,India,Microwave oven – Countertop,9.587,0.759,2.2,2.2,Convenience
2027,India,Microwave oven – Countertop,9.798,0.792,2.2,2.2,Convenience
2028,India,Microwave oven – Countertop,10.014,0.825,2.2,2.2,Convenience
2015,India,Microwave oven – Over-the-range,2.1,0.172,,2.2,Convenience
2016,India,Microwave oven – Over-the-range,2.152,0.18,2.5,2.2,Convenience
2017,India,Microwave oven – Over-the-range,2.206,0.188,2.5,2.2,Convenience
2018,India,Microwave oven – Over-the-range,2.261,0.197,2.5,2.2,Convenience
2019,India,Microwave oven – Over-the-range,2.318,0.205,2.5,2.2,Convenience
2020,India,Microwave oven – Over-the-range,2.376,0.215,2.5,2.2,Convenience
2021,India,Microwave oven – Over-the-range,2.435,0.225,2.5,2.2,Convenience
2022,India,Microwave oven – Over-the-range,2.496,0.235,2.5,2.2,Convenience
2023,India,Microwave oven – Over-the-range,2.559,0.246,2.5,2.2,Convenience
2024,India,Microwave oven – Over-the-range,2.623,0.257,2.5,2.2,Convenience
2025,India,Microwave oven – Over-the-range,2.68,0.268,2.2,2.2,Convenience
2026,India,Microwave oven – Over-the-range,2.739,0.279,2.2,2.2,Convenience
2027,India,Microwave oven – Over-the-range,2.8,0.291,2.2,2.2,Convenience
2028,India,Microwave oven – Over-the-range,2.861,0.303,2.2,2.2,Convenience
2015,India,Microwave oven – Built-in/Drawer,1.05,0.134,,2.2,Convenience
2016,India,Microwave oven – Built-in/Drawer,1.079,0.14,2.8,2.2,Convenience
2017,India,Microwave oven – Built-in/Drawer,1.11,0.147,2.8,2.2,Convenience
2018,India,Microwave oven – Built-in/Drawer,1.141,0.154,2.8,2.2,Convenience
2019,India,Microwave oven – Built-in/Drawer,1.173,0.162,2.8,2.2,Convenience
2020,India,Microwave oven – Built-in/Drawer,1.205,0.17,2.8,2.2,Convenience
2021,India,Microwave oven – Built-in/Drawer,1.239,0.178,2.8,2.2,Convenience
2022,India,Microwave oven – Built-in/Drawer,1.274,0.186,2.8,2.2,Convenience
2023,India,Microwave oven – Built-in/Drawer,1.31,0.195,2.8,2.2,Convenience
2024,India,Microwave oven – Built-in/Drawer,1.346,0.205,2.8,2.2,Convenience
2025,India,Microwave oven – Built-in/Drawer,1.38,0.214,2.5,2.2,Convenience
2026,India,Microwave oven – Built-in/Drawer,1.414,0.224,2.5,2.2,Convenience
2027,India,Microwave oven – Built-in/Drawer,1.45,0.234,2.5,2.2,Convenience
2028,India,Microwave oven – Built-in/Drawer,1.486,0.245,2.5,2.2,Convenience
2015,India,Induction cooktop / electric stove – Induction hob,2.625,1.213,,3.2,Induction shift
2016,India,Induction cooktop / electric stove – Induction hob,2.74,1.291,4.4,3.2,Induction shift
2017,India,Induction cooktop / electric stove – Induction hob,2.861,1.375,4.4,3.2,Induction shift
2018,India,Induction cooktop / electric stove – Induction hob,2.987,1.464,4.4,3.2,Induction shift
2019,India,Induction cooktop / electric stove – Induction hob,3.118,1.559,4.4,3.2,Induction shift
2020,India,Induction cooktop / electric stove – Induction hob,3.256,1.661,4.4,3.2,Induction shift
2021,India,Induction cooktop / electric stove – Induction hob,3.399,1.768,4.4,3.2,Induction shift
2022,India,Induction cooktop / electric stove – Induction hob,3.548,1.883,4.4,3.2,Induction shift
